Country,Month,Year, Day/month/year, Average Policy Change, Standard Deviation
United Kingdom of Great Britain and Northern Ireland,March,2015,1/3/2015,0.000109835381405, 0.0236594203835
Iceland,March,2015,1/3/2015,-0.00049306535915, 0.00168638339439
Latvia,March,2015,1/3/2015,0.000115007824296, 0.00856144716668
Greece,March,2015,1/3/2015,-0.00463273508101, 0.00949564245053
Rep. of Korea,March,2015,1/3/2015,0.000713205363912, 0.0103565512228
Canada,April,2001,1/4/2001,-0.00261117121803, 0.0366406045194
Slovenia,April,2001,1/4/2001,-0.00782275569094, 0.0311146975083
Germany,April,2001,1/4/2001,0.00399205339504, 0.0586246498506
Spain,April,2001,1/4/2001,0.00134717518786, 0.022032214016
Netherlands,April,2001,1/4/2001,-0.00129892304669, 0.0235331253354
New Zealand,April,2001,1/4/2001,0.000798337688823, 0.00326856797797
France,April,2001,1/4/2001,0.022022588081, 0.0374307300746
Slovakia,April,2001,1/4/2001,0.0100146400293, 0.0284611166184
Norway,April,2001,1/4/2001,0.00289220734018, 0.0194456258669
USA (EOIR),April,2001,1/4/2001,-0.00135143834772, 0.0208281975857
Finland,April,2001,1/4/2001,0.00114984538351, 0.00625700097835
Sweden,April,2001,1/4/2001,-0.00467048359361, 0.0384781149081
Australia,April,2001,1/4/2001,-0.00495829810758, 0.021904089515
Bulgaria,April,2001,1/4/2001,-0.00167489889284, 0.00598581918834
Romania,April,2001,1/4/2001,-0.000490855894221, 0.00672399617656
Czech Rep.,April,2001,1/4/2001,0.0161147526211, 0.0475560936314
Portugal,April,2001,1/4/2001,0.000213302416912, 0.00291219153494
Liechtenstein,April,2001,1/4/2001,0.00329862526632, 0.00115127564934
Austria,April,2001,1/4/2001,0.0098790846515, 0.0388893087683
Hungary,April,2001,1/4/2001,0.000614188659073, 0.0149204862492
Luxembourg,April,2001,1/4/2001,0.000571229701086, 0.00363587347147
Ireland,April,2001,1/4/2001,-0.00332506112718, 0.00943708539378
USA (INS/DHS),April,2001,1/4/2001,0.00433281729903, 0.0498965413173
Belgium,April,2001,1/4/2001,-0.0319662215832, 0.0533480104739
Denmark,April,2001,1/4/2001,0.000178190252009, 0.0116143071149
Poland,April,2001,1/4/2001,0.00104684350889, 0.00657543462559
Switzerland,April,2001,1/4/2001,0.00533061827626, 0.0192896863681
Cyprus,April,2001,1/4/2001,0.00296930925342, 0.00562562809569
United Kingdom of Great Britain and Northern Ireland,April,2001,1/4/2001,-0.0167101878623, 0.0880813343386
Iceland,April,2001,1/4/2001,0.000500538125347, 0.000811892086792
Greece,April,2001,1/4/2001,-0.00597550031023, 0.0354644124796
Canada,January,2010,1/1/2010,-0.0169042769432, 0.0898875700931
Lithuania,January,2010,1/1/2010,-0.000859982023631, 0.00170015064194
Slovenia,January,2010,1/1/2010,-0.00186033471224, 0.00715760179146
Germany,January,2010,1/1/2010,0.0250835157742, 0.0388408148492
Spain,January,2010,1/1/2010,-0.00107541559387, 0.00828822279967
Netherlands,January,2010,1/1/2010,0.0121679309446, 0.0471930890745
New Zealand,January,2010,1/1/2010,0.000257000412738, 0.00245942925194
Turkey,January,2010,1/1/2010,0.000726659083732, 0.00529992315205
Hungary,January,2010,1/1/2010,-0.00272390396785, 0.0179710035131
France,January,2010,1/1/2010,0.0200096391164, 0.055372948796
Slovakia,January,2010,1/1/2010,-0.000119079710397, 0.0019581022622
Norway,January,2010,1/1/2010,-0.0156859178939, 0.0316978331324
USA (EOIR),January,2010,1/1/2010,0.00969611892038, 0.035893929116
Finland,January,2010,1/1/2010,-0.00132631332675, 0.00636847341596
Sweden,January,2010,1/1/2010,0.0119587217163, 0.0552505098372
Australia,January,2010,1/1/2010,-5.28799755781e-05, 0.0260824457309
Bulgaria,January,2010,1/1/2010,0.00326801864768, 0.00943714496225
Romania,January,2010,1/1/2010,-0.000517685529817, 0.00363954507437
Czech Rep.,January,2010,1/1/2010,-0.00152286941236, 0.00258510200618
Portugal,January,2010,1/1/2010,-0.000437224200235, 0.00175027774584
Liechtenstein,January,2010,1/1/2010,-0.00122106864358, 0.00269560913156
Austria,January,2010,1/1/2010,-0.0112785804055, 0.0221540572137
Japan,January,2010,1/1/2010,-0.000584685415275, 0.00574656734854
Luxembourg,January,2010,1/1/2010,-0.000735188010712, 0.00611395227135
Ireland,January,2010,1/1/2010,-0.000688883623525, 0.00460790288634
USA (INS/DHS),January,2010,1/1/2010,0.0139577969997, 0.0448044309856
Belgium,January,2010,1/1/2010,0.00550237138161, 0.0211673700473
Denmark,January,2010,1/1/2010,0.00686381416414, 0.0325256730282
Poland,January,2010,1/1/2010,-0.0130988347856, 0.0521835216327
Switzerland,January,2010,1/1/2010,-0.00058219889646, 0.0237803746914
Estonia,January,2010,1/1/2010,-0.000215083259765, 0.000522762384788
Cyprus,January,2010,1/1/2010,-0.00217000316684, 0.00997129271184
Italy,January,2010,1/1/2010,-0.0090110087769, 0.115569522394
Malta,January,2010,1/1/2010,-0.00643484131165, 0.0166848231173
United Kingdom of Great Britain and Northern Ireland,January,2010,1/1/2010,-0.00896690918986, 0.0414410981214
Iceland,January,2010,1/1/2010,0.000278856207021, 0.0012564128561
Greece,January,2010,1/1/2010,-0.0249360484979, 0.0470528432013
Canada,June,2004,1/6/2004,0.0045556209997, 0.0308435023111
Slovenia,June,2004,1/6/2004,-0.00228060705774, 0.00717902592908
Germany,June,2004,1/6/2004,-0.00308718001618, 0.023769840012
Spain,June,2004,1/6/2004,-0.0027324791739, 0.0126812715362
Netherlands,June,2004,1/6/2004,0.00410451092967, 0.0234564399145
New Zealand,June,2004,1/6/2004,-0.000755525052915, 0.00171794133859
Hungary,June,2004,1/6/2004,-0.000585003103726, 0.00977025025176
France,June,2004,1/6/2004,0.0117384646948, 0.052069845514
Slovakia,June,2004,1/6/2004,-5.65913305344e-05, 0.0384989329059
Norway,June,2004,1/6/2004,-0.00706382279792, 0.0205133479807
USA (EOIR),June,2004,1/6/2004,-0.00866890771384, 0.0267562436283
Finland,June,2004,1/6/2004,0.000495932702503, 0.00538099479927
Sweden,June,2004,1/6/2004,-0.00754278200469, 0.0304872813414
Australia,June,2004,1/6/2004,-0.000265351721005, 0.00609156267334
Bulgaria,June,2004,1/6/2004,-0.00043659837036, 0.00793021670131
Romania,June,2004,1/6/2004,-0.000871670885967, 0.00285223606773
Czech Rep.,June,2004,1/6/2004,-0.00901514779148, 0.0212994347075
Portugal,June,2004,1/6/2004,0.000184937673867, 0.00133923507001
Cyprus,June,2004,1/6/2004,0.0289312719382, 0.0631156647741
Liechtenstein,June,2004,1/6/2004,0.000687211066251, 0.00297942202669
Austria,June,2004,1/6/2004,0.00126358990766, 0.0343430960317
Japan,June,2004,1/6/2004,0.00150670535455, 0.00484382785261
Luxembourg,June,2004,1/6/2004,-0.000335221470631, 0.00402770087343
Ireland,June,2004,1/6/2004,-0.00263146940043, 0.00962227404448
USA (INS/DHS),June,2004,1/6/2004,0.00836147909375, 0.0468757348621
Belgium,June,2004,1/6/2004,0.00184187804896, 0.0139710163628
Denmark,June,2004,1/6/2004,0.00126177388804, 0.00699496418489
Poland,June,2004,1/6/2004,-0.000338363840733, 0.00899658303177
Switzerland,June,2004,1/6/2004,-0.0113008397312, 0.0227644585666
Malta,June,2004,1/6/2004,0.00123527857943, 0.0117905106976
United Kingdom of Great Britain and Northern Ireland,June,2004,1/6/2004,-0.00514052508679, 0.0415224478482
Iceland,June,2004,1/6/2004,0.000402753732393, 0.00214787051088
Greece,June,2004,1/6/2004,0.00185678953078, 0.0189338629583
Canada,July,2013,1/7/2013,-0.00648226494778, 0.0095311651877
Montenegro,July,2013,1/7/2013,0.0109914228484, 0.0291702995457
Lithuania,July,2013,1/7/2013,-0.000108406827697, 0.000855461281097
Serbia and Kosovo: S/RES/1244 (1999),July,2013,1/7/2013,0.00335561457849, 0.0141054474012
Slovenia,July,2013,1/7/2013,-0.000635734990913, 0.0012289022111
Germany,July,2013,1/7/2013,0.0297482253244, 0.0502379766484
Spain,July,2013,1/7/2013,0.000972435414973, 0.00352434061195
Netherlands,July,2013,1/7/2013,-0.00374860950133, 0.0122882102027
New Zealand,July,2013,1/7/2013,-0.000410820711882, 0.000728085903114
Turkey,July,2013,1/7/2013,0.00628326573959, 0.0393054687919
Hungary,July,2013,1/7/2013,0.0207622411676, 0.0406643507489
Cyprus,July,2013,1/7/2013,-0.00127242699227, 0.00374058666081
France,July,2013,1/7/2013,0.00287975967664, 0.0351275645446
Slovakia,July,2013,1/7/2013,-4.10679220893e-05, 0.00336437836566
Norway,July,2013,1/7/2013,-0.000741719305667, 0.0153810170261
USA (EOIR),July,2013,1/7/2013,-0.00806251347619, 0.0226561685503
Finland,July,2013,1/7/2013,-0.000488505536722, 0.00599278323239
Sweden,July,2013,1/7/2013,-0.0100698364853, 0.0236278200421
Australia,July,2013,1/7/2013,-0.00332608289746, 0.0381315889336
Bulgaria,July,2013,1/7/2013,0.00667460147251, 0.0201607029244
Romania,July,2013,1/7/2013,-0.00190861222471, 0.00571293785094
Czech Rep.,July,2013,1/7/2013,-7.65816352259e-05, 0.00134294761392
Portugal,July,2013,1/7/2013,0.000910288743602, 0.00308189058058
Liechtenstein,July,2013,1/7/2013,-0.000443750485786, 0.000708719099287
Austria,July,2013,1/7/2013,0.000625138620212, 0.012815592291
The former Yugoslav Rep. of Macedonia,July,2013,1/7/2013,0.00234182974826, 0.00392451836592
Japan,July,2013,1/7/2013,-0.00188481722058, 0.00647004614358
Luxembourg,July,2013,1/7/2013,-0.00149886838998, 0.00884000584554
Ireland,July,2013,1/7/2013,-0.000964420347683, 0.00171220296248
USA (INS/DHS),July,2013,1/7/2013,0.00329376458252, 0.0305366145471
Belgium,July,2013,1/7/2013,-0.00938214376364, 0.0190873395996
Poland,July,2013,1/7/2013,-0.00701558470137, 0.0256301393371
Switzerland,July,2013,1/7/2013,-0.0216098655036, 0.0423199989198
Estonia,July,2013,1/7/2013,-5.47378398567e-05, 0.000598194037519
Italy,July,2013,1/7/2013,0.00904212136965, 0.0658141436926
Malta,July,2013,1/7/2013,0.00669641044701, 0.0170623508513
United Kingdom of Great Britain and Northern Ireland,July,2013,1/7/2013,-0.00616435620997, 0.022064917382
Iceland,July,2013,1/7/2013,0.000224609328898, 0.0036158695267
Denmark,July,2013,1/7/2013,-1.47383453075e-05, 0.0087561607087
Greece,July,2013,1/7/2013,-0.00511575927547, 0.0292203011574
Croatia,July,2013,1/7/2013,-0.00249008932516, 0.00496314229179
Rep. of Korea,July,2013,1/7/2013,0.000889644484355, 0.00322214085529
Canada,August,2002,1/8/2002,-0.0108838661665, 0.0325138676206
Slovenia,August,2002,1/8/2002,-0.00085423886147, 0.00175345524637
Germany,August,2002,1/8/2002,-0.0176799821824, 0.0408465196167
Spain,August,2002,1/8/2002,-0.00313679178516, 0.0177784002799
Netherlands,August,2002,1/8/2002,-0.0180377847995, 0.0438889247822
New Zealand,August,2002,1/8/2002,-0.000174966878277, 0.0022490756653
Turkey,August,2002,1/8/2002,0.00180727442619, 0.0115595780514
Hungary,August,2002,1/8/2002,0.00112858058955, 0.0256446848128
Cyprus,August,2002,1/8/2002,-0.00175121972455, 0.00317896438712
France,August,2002,1/8/2002,0.000545152114174, 0.0332378817696
Slovakia,August,2002,1/8/2002,0.00810184756977, 0.0299289040788
Norway,August,2002,1/8/2002,0.00297666244024, 0.027422580524
USA (EOIR),August,2002,1/8/2002,0.00289742633741, 0.0130518655457
Finland,August,2002,1/8/2002,0.00318127345595, 0.00863968177738
Sweden,August,2002,1/8/2002,0.0187519665336, 0.0343432207547
Australia,August,2002,1/8/2002,-0.00256227377884, 0.00475504354503
Bulgaria,August,2002,1/8/2002,-0.0023877880908, 0.00792365084733
Romania,August,2002,1/8/2002,0.000599204657849, 0.00888474233247
Czech Rep.,August,2002,1/8/2002,-0.0185508927979, 0.041420936281
Portugal,August,2002,1/8/2002,-0.000696234984662, 0.00132244627034
Liechtenstein,August,2002,1/8/2002,0.000946992240575, 0.00300900935029
Austria,August,2002,1/8/2002,0.00677539533301, 0.0564090259808
Japan,August,2002,1/8/2002,0.00223633158031, 0.00375466597263
Luxembourg,August,2002,1/8/2002,-9.16956317277e-05, 0.00235177560952
Ireland,August,2002,1/8/2002,-0.000892846480831, 0.00689268256196
USA (INS/DHS),August,2002,1/8/2002,0.00790020342865, 0.0507113095375
Belgium,August,2002,1/8/2002,-0.00525393669327, 0.0169691282969
Denmark,August,2002,1/8/2002,-0.0055777904623, 0.0081357126004
Poland,August,2002,1/8/2002,0.000806678937596, 0.0160736194081
Switzerland,August,2002,1/8/2002,0.00504390102067, 0.0138919080593
United Kingdom of Great Britain and Northern Ireland,August,2002,1/8/2002,0.0215238334692, 0.0496809076435
Iceland,August,2002,1/8/2002,0.000240793836194, 0.00134271281043
Greece,August,2002,1/8/2002,0.00693600009688, 0.0133915262239
Canada,October,2005,1/10/2005,-0.00204602251083, 0.0500581657558
Slovenia,October,2005,1/10/2005,-0.000358823571261, 0.0113906958434
Germany,October,2005,1/10/2005,-0.00399940715414, 0.017812845943
Spain,October,2005,1/10/2005,0.00591571752549, 0.0585532151314
Netherlands,October,2005,1/10/2005,0.0269853793785, 0.0443862904447
New Zealand,October,2005,1/10/2005,-0.000555807758997, 0.00106271602721
Hungary,October,2005,1/10/2005,0.000608181388294, 0.00673829362642
France,October,2005,1/10/2005,0.00149580521125, 0.0761551946749
Slovakia,October,2005,1/10/2005,-0.000687972726014, 0.0153221333692
Norway,October,2005,1/10/2005,0.00148528835874, 0.00912235190675
USA (EOIR),October,2005,1/10/2005,-0.00261386815277, 0.0113783976204
Finland,October,2005,1/10/2005,-0.0022416793123, 0.0104276576211
Sweden,October,2005,1/10/2005,-0.00324738020929, 0.0272609396594
Australia,October,2005,1/10/2005,-8.45003200874e-05, 0.00310365755417
Bulgaria,October,2005,1/10/2005,-0.00186699968953, 0.00966268502131
Romania,October,2005,1/10/2005,-0.00111478789239, 0.00450574348534
Czech Rep.,October,2005,1/10/2005,0.00253686961619, 0.0212503197733
Portugal,October,2005,1/10/2005,0.000520383547782, 0.00204350586237
Liechtenstein,October,2005,1/10/2005,0.000121643018471, 0.000551934009552
Austria,October,2005,1/10/2005,0.0275298907277, 0.0654663301633
Japan,October,2005,1/10/2005,-0.000259937692781, 0.00117196157915
Luxembourg,October,2005,1/10/2005,-0.000827385711133, 0.00145655144369
Ireland,October,2005,1/10/2005,-0.0014057895431, 0.00907278555832
USA (INS/DHS),October,2005,1/10/2005,-0.0173674298496, 0.0333513490043
Belgium,October,2005,1/10/2005,-0.00220389144622, 0.0183448054937
Poland,October,2005,1/10/2005,-0.00152203624233, 0.0037726087312
Switzerland,October,2005,1/10/2005,-0.000559863928966, 0.0105545465004
Cyprus,October,2005,1/10/2005,-0.00446889040753, 0.0481753655091
Malta,October,2005,1/10/2005,-0.00299864372417, 0.0062101532211
United Kingdom of Great Britain and Northern Ireland,October,2005,1/10/2005,-0.00737944653415, 0.0449859489644
Iceland,October,2005,1/10/2005,1.8846723854e-05, 0.00101659148021
Denmark,October,2005,1/10/2005,-0.00187496087831, 0.006213320434
Greece,October,2005,1/10/2005,-0.0115681191872, 0.022302991348
Rep. of Korea,October,2005,1/10/2005,-0.00112751070665, 0.00297499878732
Canada,February,2006,1/2/2006,0.00445386840767, 0.0192941575111
Slovenia,February,2006,1/2/2006,-0.00389206702605, 0.00801579911525
Germany,February,2006,1/2/2006,-0.00620574201215, 0.0208699929718
Spain,February,2006,1/2/2006,-0.00182036815496, 0.0151525029487
Netherlands,February,2006,1/2/2006,0.0364663281841, 0.0439724470896
New Zealand,February,2006,1/2/2006,0.000280490714441, 0.0026322341849
Hungary,February,2006,1/2/2006,0.000263918135859, 0.00954450955403
France,February,2006,1/2/2006,-0.000399695008577, 0.0598719076072
Slovakia,February,2006,1/2/2006,-0.0064847565251, 0.0153441328477
Norway,February,2006,1/2/2006,-0.00173085585896, 0.0107926163508
USA (EOIR),February,2006,1/2/2006,0.0121593820461, 0.0296042251002
Finland,February,2006,1/2/2006,-0.00301057591221, 0.00910847574885
Sweden,February,2006,1/2/2006,0.00861420583009, 0.027549266142
Australia,February,2006,1/2/2006,0.0008120783323, 0.0101918272214
Bulgaria,February,2006,1/2/2006,-0.000992816608689, 0.00706142035093
Romania,February,2006,1/2/2006,-0.000519064777921, 0.0033437723861
Czech Rep.,February,2006,1/2/2006,0.00380185768473, 0.0243997275393
Portugal,February,2006,1/2/2006,-0.000104501850979, 0.00179763431467
Cyprus,February,2006,1/2/2006,-0.0178725927047, 0.0345286961835
Liechtenstein,February,2006,1/2/2006,0.000395661816951, 0.00114888193503
Austria,February,2006,1/2/2006,-0.0180039203331, 0.0204717597383
Japan,February,2006,1/2/2006,0.00166834077654, 0.00307590713709
Luxembourg,February,2006,1/2/2006,-0.000624257660672, 0.00461167739886
Ireland,February,2006,1/2/2006,0.000297769740531, 0.0120712119153
USA (INS/DHS),February,2006,1/2/2006,-0.00178902331978, 0.0324365741908
Belgium,February,2006,1/2/2006,-0.000262492169727, 0.0209219375411
Poland,February,2006,1/2/2006,-0.000220522239006, 0.00488588045444
Switzerland,February,2006,1/2/2006,0.000835930171563, 0.0175202142362
Estonia,February,2006,1/2/2006,-0.000236306873573, 0.000100318226945
Malta,February,2006,1/2/2006,-0.000495223748895, 0.0191776592863
United Kingdom of Great Britain and Northern Ireland,February,2006,1/2/2006,0.00239118546291, 0.0446445159442
Iceland,February,2006,1/2/2006,-0.000346766969073, 0.000590241621491
Denmark,February,2006,1/2/2006,-0.00107806738873, 0.00559222037608
Greece,February,2006,1/2/2006,-0.0120366027111, 0.0303436101725
Rep. of Korea,February,2006,1/2/2006,-0.00257150098809, 0.00552881349291
Canada,December,2014,1/12/2014,-0.00122113374411, 0.00891997139017
Montenegro,December,2014,1/12/2014,0.000241823710933, 0.00516369068073
Lithuania,December,2014,1/12/2014,0.000572573180279, 0.00451010932776
Serbia and Kosovo: S/RES/1244 (1999),December,2014,1/12/2014,0.00744185094914, 0.0240941072634
Slovenia,December,2014,1/12/2014,-7.16518226966e-05, 0.00138770573083
Germany,December,2014,1/12/2014,-0.0119940688621, 0.0530183795511
Spain,December,2014,1/12/2014,-0.00110194721009, 0.00684402016721
New Zealand,December,2014,1/12/2014,-0.000149713726072, 0.000999249800743
Turkey,December,2014,1/12/2014,-0.000949996552408, 0.0326254029254
Hungary,December,2014,1/12/2014,0.0118409957897, 0.0373630281372
France,December,2014,1/12/2014,0.00137816989598, 0.0454883991638
Slovakia,December,2014,1/12/2014,0.000223615699164, 0.00161738384362
Norway,December,2014,1/12/2014,-0.00109344327568, 0.0146538063846
USA (EOIR),December,2014,1/12/2014,-0.0118339261985, 0.0277677473851
Finland,December,2014,1/12/2014,0.00104436024515, 0.00581975821914
Sweden,December,2014,1/12/2014,-0.000450404810931, 0.0296637831558
Australia,December,2014,1/12/2014,-0.001749044619, 0.0089939613944
Bulgaria,December,2014,1/12/2014,-0.00018349134839, 0.00670272209769
Romania,December,2014,1/12/2014,-0.00069437371413, 0.0012604788169
Czech Rep.,December,2014,1/12/2014,0.000206265592304, 0.00195131689584
Portugal,December,2014,1/12/2014,9.51179849508e-06, 0.0016398417655
Cyprus,December,2014,1/12/2014,4.62592731463e-05, 0.00284114214671
Liechtenstein,December,2014,1/12/2014,-3.40638171953e-06, 0.000441593605602
Austria,December,2014,1/12/2014,0.00600327131367, 0.0190080722775
The former Yugoslav Rep. of Macedonia,December,2014,1/12/2014,0.000793129481975, 0.00246402965313
Japan,December,2014,1/12/2014,-0.00221987711625, 0.0120803216802
Luxembourg,December,2014,1/12/2014,0.00089216622472, 0.00299214678149
Ireland,December,2014,1/12/2014,0.00053779248094, 0.00375030404767
USA (INS/DHS),December,2014,1/12/2014,0.0143389953172, 0.030453732358
